id,premis,hipotesis,label
1718,Tak dapat disangkal jika kemenangan tersebut akhirnya mengubah jalan hidup wanita kelahiran Bandung ini .,Jalan hidup wanita kelahiran Bandung ini dipengaruhi oleh kemenangan tersebut,entailment
1719,Tak dapat disangkal jika kemenangan tersebut akhirnya mengubah jalan hidup wanita kelahiran Bandung ini .,Wanita kelahiran Bandung ini menjalani hidup yang sulit,neutral
1720,Tak dapat disangkal jika kemenangan tersebut akhirnya mengubah jalan hidup wanita kelahiran Bandung ini .,Tidak ada wanita yang lahir di Bandung,contradiction
1721,"Aneka jenis spesies liar banyak terdapat di hutan dengan warna , bau dan bentuk yang beraneka .",Spesies liar memiliki aneka warna,entailment
1722,"Aneka jenis spesies liar banyak terdapat di hutan dengan warna , bau dan bentuk yang beraneka .",Terdapat lebih dari 1000 jenis spesies liar,neutral
1723,"Aneka jenis spesies liar banyak terdapat di hutan dengan warna , bau dan bentuk yang beraneka .",Bentuk spesies liar di hutan tidak beragam,contradiction
1724,"Pada musim 2017 Persebaya Surabaya kembali berkompetisi di Liga 2, dan berhasil menjadi juara dengan mengalahkan PSMS Medan di final, lalu promosi ke Liga 1.",PSMS Medan dikalahkan Persebaya Surabaya pada musim 2017 .,entailment
1725,"Pada musim 2017 Persebaya Surabaya kembali berkompetisi di Liga 2, dan berhasil menjadi juara dengan mengalahkan PSMS Medan di final, lalu promosi ke Liga 1.",PSMS Medan berkompetisi di Liga 2 pada musim 2017 .,neutral
1726,"Pada musim 2017 Persebaya Surabaya kembali berkompetisi di Liga 2, dan berhasil menjadi juara dengan mengalahkan PSMS Medan di final, lalu promosi ke Liga 1.",PSMS Medan menjadi juara pada musim 2017 .,contradiction
1727,"Senat Illinois adalah majelis tinggi dari Majelis Umum Illinois , cabang legislatif pemerintahan negara bagian Illinois di Amerika Serikat .",Terdapat majelis tinggi pada Majelis Umum Illinois .,entailment
1728,"Senat Illinois adalah majelis tinggi dari Majelis Umum Illinois , cabang legislatif pemerintahan negara bagian Illinois di Amerika Serikat .",Illinois merupakan satu-satunya negara bagian yang memiliki cabang legislatif pemerintahan .,neutral
1729,"Senat Illinois adalah majelis tinggi dari Majelis Umum Illinois , cabang legislatif pemerintahan negara bagian Illinois di Amerika Serikat .",Senat New York merupakan majelis tinggi dari Majelis Umum Illinois .,contradiction
1730,"Karena sifatnya yang rapuh dan tidak tahan guncangan , cakram keras bisa dikategorikan sebagai barang pecah belah .",Barang yang rapuh dan tidak tahan guncangan dapat dikategorikan sebagai barang pecah belah.,entailment
1731,"Karena sifatnya yang rapuh dan tidak tahan guncangan , cakram keras bisa dikategorikan sebagai barang pecah belah .",Hati yang rapuh merupakan barang pecah belah.,neutral
1732,"Karena sifatnya yang rapuh dan tidak tahan guncangan , cakram keras bisa dikategorikan sebagai barang pecah belah .",Cakram tidak termasuk barang pecah belah karena sifatnya yang keras.,contradiction
1733,Forbes pernah memasukkan keluarga Jameel di posisi ke - 12 dalam daftar orang Arab terkaya di dunia .,keluarga Jameel kaya raya,entailment
1734,Forbes pernah memasukkan keluarga Jameel di posisi ke - 12 dalam daftar orang Arab terkaya di dunia .,keluarga Jameel bahagia,neutral
1735,Forbes pernah memasukkan keluarga Jameel di posisi ke - 12 dalam daftar orang Arab terkaya di dunia .,tidak ada yang lebih kaya dari keluarga Jameel,contradiction
1736,"Apalagi sekarang , visa tidak diperlukan untuk berkunjung ke Indonesia maksimum selama 30 hari . Indonesia merupakan salah satu negara favorit bagi orang   Perancis .",Banyak orang-orang Prancis yang suka berliburan ke Indonesia,entailment
1737,"Apalagi sekarang , visa tidak diperlukan untuk berkunjung ke Indonesia maksimum selama 30 hari . Indonesia merupakan salah satu negara favorit bagi orang   Perancis .",Banyak turis mancanegara yang tertarik dengan mengunjungi Indonesia akibat bebasnya mereka dari visa selama kurang dari 30 hari kunjungan.,neutral
1738,"Apalagi sekarang , visa tidak diperlukan untuk berkunjung ke Indonesia maksimum selama 30 hari . Indonesia merupakan salah satu negara favorit bagi orang   Perancis .","Jika ingin berekunjung ke Indonesia, visa sangat dibutuhkan tanpa alasan apapun.",contradiction
1739,"Mana yang harus dikerjakan lebih dulu dan mana yang deadline -nya mepet . Untuk menyiasati ini , kamu harus tentukan prioritas antara tugas kuliah dan pekerjaan .",Deadline dari tugas kuliah dan pekerjaan harus diperhatikan,entailment
1740,"Mana yang harus dikerjakan lebih dulu dan mana yang deadline -nya mepet . Untuk menyiasati ini , kamu harus tentukan prioritas antara tugas kuliah dan pekerjaan .",Tugas kuliah dan pekerjaan memiliki deadline yang sama,neutral
1741,"Mana yang harus dikerjakan lebih dulu dan mana yang deadline -nya mepet . Untuk menyiasati ini , kamu harus tentukan prioritas antara tugas kuliah dan pekerjaan .",Mana yang harus dikerjakan lebih dulu antara tugas kuliah dan pekerjaan tidaklah penting,contradiction
1742,Anda juga dapat mempelajari sejarah dan budaya Hindu yang kental di Pura Parahyangan ini.,Budaya Hindu dapat dipelajari di Pura Parahyangan,entailment
1743,Anda juga dapat mempelajari sejarah dan budaya Hindu yang kental di Pura Parahyangan ini.,Terdapat pengajar di Pura Parahyangan,neutral
1744,Anda juga dapat mempelajari sejarah dan budaya Hindu yang kental di Pura Parahyangan ini.,Pura Parahyangan tidak dapat digunakan untuk belajar,contradiction
1745,"""Tak jarang , bangun kesiangan pun jadi alasan untuk tak berolahraga .""",salah satu alasan tidak berolahraga adalah bangun kesiangan.,entailments
1746,"""Tak jarang , bangun kesiangan pun jadi alasan untuk tak berolahraga .""",bangun kesiangan juga jadi alasan untuk tidak sarapan.,neutral
1747,Itu merupakan potongan lirik dari kisah yang dilantunkan syahdu dengan nuansa khas Payung Teduh dan tambahan iringan dari string section serta trompet .,Potongan lirik berdasarkan sebuah kisah.,Entailment
1748,Itu merupakan potongan lirik dari kisah yang dilantunkan syahdu dengan nuansa khas Payung Teduh dan tambahan iringan dari string section serta trompet .,Payung Teduh memainkan alat terompet.,Neutral
1749,Itu merupakan potongan lirik dari kisah yang dilantunkan syahdu dengan nuansa khas Payung Teduh dan tambahan iringan dari string section serta trompet .,Potongan lirik dilantunkan dengan keras.,Contradiction
1750,"""Berbagai macam jenis minuman sehat untuk mengembalikan ion ataupun mengandung vitamin , dapat kita temui dengan mudah di sekitar .""",Banyak jenis minumat sehat.,entailments
1751,"""Berbagai macam jenis minuman sehat untuk mengembalikan ion ataupun mengandung vitamin , dapat kita temui dengan mudah di sekitar .""",Minum minuman sehat membuat kita tidak dapat terkena corona.,neutral
1752,"""Berbagai macam jenis minuman sehat untuk mengembalikan ion ataupun mengandung vitamin , dapat kita temui dengan mudah di sekitar .""",Minumah sehat sulit ditemui.,contradiction
1753,""" Walaupun pada awal puasa banyak yang mengeluh sakit maagnya kambuh , hal ini disebabkan penyesuaian lambung terhadap perubahan pola makan , "" dr Helmin kepada detikHealth , Kamis ( 23/4/2020 ) .",Ada orang yang mengeluh sakit maagnya kambuh .,entailment
1754,""" Walaupun pada awal puasa banyak yang mengeluh sakit maagnya kambuh , hal ini disebabkan penyesuaian lambung terhadap perubahan pola makan , "" dr Helmin kepada detikHealth , Kamis ( 23/4/2020 ) .",Dokter Helmin adalah dokter tetap di detikHealth .,neutral
1755,""" Walaupun pada awal puasa banyak yang mengeluh sakit maagnya kambuh , hal ini disebabkan penyesuaian lambung terhadap perubahan pola makan , "" dr Helmin kepada detikHealth , Kamis ( 23/4/2020 ) .",Penyakit maag tidak bisa kambuh .,contradiction
1756,Indonesia dicap sebagai negara yang menduduki paksa dengan militer daerah bekas jajahan Portugal tersebut .,Daerah tersebut bukan bekas jajahan Portugal,contradiction
1757,Ada kekhawatiran bahwa mudik dapat membuka peluang bagi virus untuk menyebar ke daerah yang lebih luas .,Ada kekhawatiran mengenai mudik .,entailment
1758,Ada kekhawatiran bahwa mudik dapat membuka peluang bagi virus untuk menyebar ke daerah yang lebih luas .,Kekhawatiran terhadap virus menyebabkan mudik .,neutral
1759,Ada kekhawatiran bahwa mudik dapat membuka peluang bagi virus untuk menyebar ke daerah yang lebih luas .,Mudik dapat menutup peluang bagi virus untuk menyebar .,contradiction
1760,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas , sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah .",Penyandang diabetes disarakan mengonsumsi makanan gula rendah ketika sahur .,entailment
1761,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas , sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah .",Minuman manis berbahaya bagi penyandang diabetes .,neutral
1762,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas , sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah .",Penyandang diabetes tidak boleh makan .,contradiction
1763,Rusa di Penangkaran Rusa Giri Jaya Cariu bisa sudah jinak dan terbiasa dengan manusia yang ada di sekitarnya.,Rusa bisa terbiasa dengan manusia,entailment
1764,Rusa di Penangkaran Rusa Giri Jaya Cariu bisa sudah jinak dan terbiasa dengan manusia yang ada di sekitarnya.,Terdapat rusa liar di penangkaran rusa,neutral
1765,Rusa di Penangkaran Rusa Giri Jaya Cariu bisa sudah jinak dan terbiasa dengan manusia yang ada di sekitarnya.,Rusa tidak bisa nyaman dengan manusia,contradiction
1766,"Khusus untuk kain batik yang jarang digunakan , angin-anginkan selama minimal satu jam . Bersihkan lemari penyimpanan setiap dua atau tiga bulan sekali .",Kain batik disimpan setiap dua atau tiga bulan sekali .,entailment
1767,"Khusus untuk kain batik yang jarang digunakan , angin-anginkan selama minimal satu jam . Bersihkan lemari penyimpanan setiap dua atau tiga bulan sekali .",Bersihkan lemari penyimpanan selama minimal satu jam .,neutral
1768,"Khusus untuk kain batik yang jarang digunakan , angin-anginkan selama minimal satu jam . Bersihkan lemari penyimpanan setiap dua atau tiga bulan sekali .",Kain batik yang jarang digunakan diangin-anginkan maksimal satu jam .,contradiction
1769,"14 Februari bukan hanya hari kasih sayang , namun ada peristiwa besar terjadi di Sulawesi Utara , tepatnya 14 Februari 1946 , yang diperingati sebagai "" Peristiwa Patriotik Merah Putih "" .","Pada 14 Februari 1946 , terjadi peristiwa di Sulawesi Utara yang diperingati sebagai "" Peristiwa Patriotik merah Putih "" .",entailment
1770,"14 Februari bukan hanya hari kasih sayang , namun ada peristiwa besar terjadi di Sulawesi Utara , tepatnya 14 Februari 1946 , yang diperingati sebagai "" Peristiwa Patriotik Merah Putih "" .",Sulawesi Utara tidak merayakan hari kasih sayang pada tanggal 14 Februari .,neutral
1771,"14 Februari bukan hanya hari kasih sayang , namun ada peristiwa besar terjadi di Sulawesi Utara , tepatnya 14 Februari 1946 , yang diperingati sebagai "" Peristiwa Patriotik Merah Putih "" .",Hari kasih sayang tidak diperingati pada tanggal 14 Februari .,contradiction
1772,'Sebagai panggung tempat Hibari kecil bernyanyi adalah balai - balai rakyat dan tempat - tempat pemandian umum .',Di tempat - tempat pemandian umum Hibari kecil bernyanyi,entailment
1773,'Sebagai panggung tempat Hibari kecil bernyanyi adalah balai - balai rakyat dan tempat - tempat pemandian umum .',Hibari kecil bernyanyi di banyak tempat,netral
1774,'Sebagai panggung tempat Hibari kecil bernyanyi adalah balai - balai rakyat dan tempat - tempat pemandian umum .',Hibari kecil tidak bernyanyi di balai - balai rakyat,contradiction
1775,"Kabupaten Raja Ampat adalah salah satu kabupaten di provinsi Papua Barat, Indonesia. Ibukota kabupaten ini terletak di Waisai. Kabupaten ini memiliki 610 pulau, termasuk kepulauan Raja Ampat. Empat di antaranya, yakni Pulau Misool, Salawati, Batanta dan Waigeo, merupakan pulau-pulau besar. Dari seluruh pulau hanya 35 pulau yang berpenghuni sedangkan pulau lainnya tidak berpenghuni dan sebagian besar belum memiliki nama.",Pulau Salawati termasuk ke dalam 610 pulau yang dimiliki kabupaten Raja Ampat,entailment
1776,"Kabupaten Raja Ampat adalah salah satu kabupaten di provinsi Papua Barat, Indonesia. Ibukota kabupaten ini terletak di Waisai. Kabupaten ini memiliki 610 pulau, termasuk kepulauan Raja Ampat. Empat di antaranya, yakni Pulau Misool, Salawati, Batanta dan Waigeo, merupakan pulau-pulau besar. Dari seluruh pulau hanya 35 pulau yang berpenghuni sedangkan pulau lainnya tidak berpenghuni dan sebagian besar belum memiliki nama.",Kepulauan Raja Ampat adalah pulau terbesar,neutral
1777,"Kabupaten Raja Ampat adalah salah satu kabupaten di provinsi Papua Barat, Indonesia. Ibukota kabupaten ini terletak di Waisai. Kabupaten ini memiliki 610 pulau, termasuk kepulauan Raja Ampat. Empat di antaranya, yakni Pulau Misool, Salawati, Batanta dan Waigeo, merupakan pulau-pulau besar. Dari seluruh pulau hanya 35 pulau yang berpenghuni sedangkan pulau lainnya tidak berpenghuni dan sebagian besar belum memiliki nama.",Seluruh pulau telah berpenghuni dan memiliki nama,contradiction
1778,"Ibrahimovic adalah pemain kedua yang paling sering dimainkan di Liga Primer Inggris oleh Mourinho , yaitu 25 kali diturunkan dari 26 laga EPL . Ia juga penyerang tersubur mereka yang sudah mengoleksi 26 gol dari 36 pertandingan .",Ibrahimovic mengoleksi 26 gol dari 36 pertandingan .,entailment
1779,"Ibrahimovic adalah pemain kedua yang paling sering dimainkan di Liga Primer Inggris oleh Mourinho , yaitu 25 kali diturunkan dari 26 laga EPL . Ia juga penyerang tersubur mereka yang sudah mengoleksi 26 gol dari 36 pertandingan .",Ibrahimovic mengoleksi banyak gol di Liga Primer Inggris .,neutral
1780,"Ibrahimovic adalah pemain kedua yang paling sering dimainkan di Liga Primer Inggris oleh Mourinho , yaitu 25 kali diturunkan dari 26 laga EPL . Ia juga penyerang tersubur mereka yang sudah mengoleksi 26 gol dari 36 pertandingan .",Penyerang tersubur mereka adalah Mourinho .,contradiction
1781,"Setelah pemecatan nya , Peniston bermain sebagai Glinda the Good Witch dalam sebuah produksi teater drama musikal "" The Wiz "" .","Glinda the Good Witch dalam "" The Wiz "" diperankan oleh Peniston .",entailment
1782,"Setelah pemecatan nya , Peniston bermain sebagai Glinda the Good Witch dalam sebuah produksi teater drama musikal "" The Wiz "" .",Peniston adalah artis R&B sebelum pemecatan .,neutral
1783,"Setelah pemecatan nya , Peniston bermain sebagai Glinda the Good Witch dalam sebuah produksi teater drama musikal "" The Wiz "" .","Peniston tidak pernah bermain dalam teater drama musikal "" The Wiz "" .",contradiction
1784,ART|JOG 10 ingin mengubah sudut pandang individu yang saat ini tak lagi bersih .,ART|JOG 10 ingin mengubah sudut pandang,entailment
1785,ART|JOG 10 ingin mengubah sudut pandang individu yang saat ini tak lagi bersih .,ART|JOG 11 ingin mengubah sudut pandang,neutral
1786,ART|JOG 10 ingin mengubah sudut pandang individu yang saat ini tak lagi bersih .,Tidak ada individu yang ingin diubah pandangannya oleh ART|JOG 10,contradiction
1787,"Sementara itu Ketua Regu dari Dinas Sumber Daya Air wilayah Mampang Prapatan , Jakarta Selatan , Zappa Suharjat Gumilang , 32 tahun mengaku timnya telah siaga sejak malam hari menyusul hujan yang tak kunjung reda .",Tim Dinas Sumber Daya Air telah segaia sejak malam hari menyusul hujan yang tak kunjung reda.,entailment
1788,"Sementara itu Ketua Regu dari Dinas Sumber Daya Air wilayah Mampang Prapatan , Jakarta Selatan , Zappa Suharjat Gumilang , 32 tahun mengaku timnya telah siaga sejak malam hari menyusul hujan yang tak kunjung reda .","Akibat hujan yang tak kunjung reda, wilayah Mampang dan sekitarnya mengalami musibah kebanjiran.",neutral
1789,"Sementara itu Ketua Regu dari Dinas Sumber Daya Air wilayah Mampang Prapatan , Jakarta Selatan , Zappa Suharjat Gumilang , 32 tahun mengaku timnya telah siaga sejak malam hari menyusul hujan yang tak kunjung reda .",Zappa Suharjat merupakan seorang ketua Regu Dinas Sumber Daya Air muda yang masih berumur 25 tahun.,contradiction
